Employee ID,Billable Rate (per hour),Project,Date,Start Time,End Time
561,300,Zazio,2020-06-18,8:00,11:00
562,300,Blogspan,2019-08-12,8:00,11:00
563,300,Browsezoom,2020-06-25,8:00,11:00
564,300,Photospace,2020-01-15,8:00,11:00
565,300,Fatz,2020-03-17,8:00,11:00
566,300,Realbuzz,2019-12-30,8:00,11:00
567,300,Voonte,2020-01-23,8:00,11:00
568,300,Twimm,2019-12-05,8:00,11:00
569,300,Blogspan,2020-06-25,8:00,11:00
570,300,Bluejam,2019-09-27,8:00,11:00
571,300,Linktype,2020-05-01,8:00,11:00
572,300,Skyvu,2019-12-24,8:00,11:00
573,300,Meevee,2019-12-14,8:00,11:00
574,300,Riffpedia,2019-08-04,8:00,11:00
575,300,Zoombeat,2020-05-05,8:00,11:00
576,300,Zoonder,2019-12-10,8:00,11:00
577,300,Mydeo,2020-06-04,8:00,11:00
578,300,Feedmix,2019-12-03,8:00,11:00
579,300,Devify,2020-07-24,8:00,11:00
580,300,Midel,2020-04-13,8:00,11:00
581,300,Mydeo,2020-05-26,8:00,11:00
582,300,Kaymbo,2020-05-15,8:00,11:00
583,300,Zooxo,2020-01-12,8:00,11:00
584,300,Photobug,2020-01-07,8:00,11:00
585,300,Plajo,2020-07-29,8:00,11:00
586,300,Rhybox,2020-07-08,8:00,11:00
587,300,Talane,2019-09-01,8:00,11:00
588,300,Npath,2019-09-09,8:00,11:00
589,300,Katz,2020-04-17,8:00,11:00
590,300,Twitterbridge,2019-08-03,8:00,11:00
591,300,Jabbercube,2020-07-27,8:00,11:00
592,300,Twitterbeat,2020-07-02,8:00,11:00
593,300,Abatz,2019-07-26,8:00,11:00
594,300,Leenti,2020-07-05,8:00,11:00
595,300,Twitternation,2019-08-07,8:00,11:00
596,300,Eimbee,2019-12-31,8:00,11:00
597,300,Camido,2020-07-26,8:00,11:00
598,300,Browsezoom,2019-07-22,8:00,11:00
599,300,Oyoba,2020-01-16,8:00,11:00
600,300,Brainlounge,2020-07-21,8:00,11:00
601,300,Kwilith,2020-04-26,8:00,11:00
602,300,Buzzdog,2020-02-12,8:00,11:00
603,300,Photobean,2020-01-07,8:00,11:00
604,300,Leexo,2020-05-03,8:00,11:00
605,300,Twitterbeat,2019-12-08,8:00,11:00
606,300,Linktype,2020-04-04,8:00,11:00
607,300,Flipbug,2020-02-15,8:00,11:00
608,300,Realbuzz,2020-04-04,8:00,11:00
609,300,Agivu,2019-08-08,8:00,11:00
610,300,Jaxnation,2019-11-22,8:00,11:00
611,300,Mynte,2020-05-23,8:00,11:00
612,300,Skyvu,2020-05-28,8:00,11:00
613,300,Tazzy,2020-03-25,8:00,11:00
614,300,Cogidoo,2020-07-20,8:00,11:00
615,300,Oozz,2019-08-04,8:00,11:00
616,300,Yambee,2020-05-02,8:00,11:00
617,300,Twiyo,2020-07-05,8:00,11:00
618,300,Skivee,2019-11-25,8:00,11:00
619,300,Eire,2019-09-16,8:00,11:00
620,300,Agimba,2019-08-24,8:00,11:00
621,300,Brainlounge,2019-11-14,8:00,11:00
622,300,Vidoo,2020-04-30,8:00,11:00
623,300,Mynte,2020-03-19,8:00,11:00
624,300,Brainsphere,2019-12-24,8:00,11:00
625,300,Dynabox,2020-03-10,8:00,11:00
626,300,Quamba,2020-07-07,8:00,11:00
627,300,Skyvu,2020-05-19,8:00,11:00
628,300,Browsedrive,2019-12-14,8:00,11:00
629,300,Eazzy,2019-11-04,8:00,11:00
630,300,Zoovu,2020-01-14,8:00,11:00
631,300,Linkbridge,2020-03-26,8:00,11:00
632,300,Thoughtstorm,2020-03-26,8:00,11:00
633,300,Abata,2020-05-15,8:00,11:00
634,300,Jaxnation,2020-03-25,8:00,11:00
635,300,Centizu,2019-11-07,8:00,11:00
636,300,Devbug,2019-11-01,8:00,11:00
637,300,Photobug,2020-03-27,8:00,11:00
638,300,Tazz,2020-06-19,8:00,11:00
639,300,Reallinks,2020-07-09,8:00,11:00
640,300,Brightbean,2020-01-16,8:00,11:00
641,300,Talane,2020-07-30,8:00,11:00
642,300,Gabtune,2019-10-16,8:00,11:00
643,300,Mydo,2020-03-29,8:00,11:00
644,300,Tagchat,2020-07-09,8:00,11:00
645,300,Kwimbee,2019-07-21,8:00,11:00
646,300,Mycat,2019-12-10,8:00,11:00
647,300,Youtags,2020-04-11,8:00,11:00
648,300,Livetube,2019-11-08,8:00,11:00
649,300,Topdrive,2019-10-26,8:00,11:00
650,300,Pixonyx,2020-02-21,8:00,11:00
651,300,Shuffletag,2020-06-12,8:00,11:00
652,300,Tekfly,2020-03-10,8:00,11:00
653,300,Skimia,2019-08-17,8:00,11:00
654,300,Abatz,2020-01-26,8:00,11:00
655,300,Abatz,2020-02-05,8:00,11:00
656,300,Youtags,2020-06-26,8:00,11:00
657,300,Zava,2019-08-20,8:00,11:00
658,300,Plajo,2020-04-28,8:00,11:00
659,300,Skinder,2020-02-04,8:00,11:00
660,300,Voomm,2020-03-09,8:00,11:00
661,300,Quaxo,2020-05-20,8:00,11:00
662,300,Wikibox,2020-05-18,8:00,11:00
663,300,Mydeo,2019-12-25,8:00,11:00
664,300,Midel,2019-08-07,8:00,11:00
665,300,Wordtune,2020-07-13,8:00,11:00
666,300,Topicstorm,2019-12-24,8:00,11:00
667,300,Voonte,2020-03-22,8:00,11:00
668,300,Trupe,2019-12-18,8:00,11:00
669,300,Kwideo,2019-07-25,8:00,11:00
670,300,Realfire,2019-09-07,8:00,11:00
671,300,Oodoo,2019-08-08,8:00,11:00
672,300,Buzzbean,2019-11-03,8:00,11:00
673,300,Yabox,2019-10-28,8:00,11:00
674,300,Kwimbee,2020-06-17,8:00,11:00
675,300,Skiba,2019-09-03,8:00,11:00
676,300,Oyope,2019-10-25,8:00,11:00
677,300,Blognation,2020-05-09,8:00,11:00
678,300,Linkbuzz,2019-07-22,8:00,11:00
679,300,Topiczoom,2020-07-21,8:00,11:00
680,300,Yakijo,2020-06-04,8:00,11:00
681,300,Gigabox,2019-09-30,8:00,11:00
682,300,Jayo,2020-03-08,8:00,11:00
683,300,Jabbercube,2019-12-29,8:00,11:00
684,300,Twitternation,2020-03-07,8:00,11:00
685,300,Meezzy,2019-09-26,8:00,11:00
686,300,Mycat,2020-07-26,8:00,11:00
687,300,Meeveo,2019-07-20,8:00,11:00
688,300,Zoombox,2019-10-31,8:00,11:00
689,300,Feedmix,2020-01-05,8:00,11:00
690,300,Yakitri,2019-10-25,8:00,11:00
691,300,Livefish,2020-05-18,8:00,11:00
692,300,Dazzlesphere,2019-08-24,8:00,11:00
693,300,Eamia,2019-11-12,8:00,11:00
694,300,Chatterbridge,2019-11-18,8:00,11:00
695,300,Skimia,2020-06-11,8:00,11:00
696,300,Kare,2019-12-02,8:00,11:00
697,300,Thoughtblab,2020-07-08,8:00,11:00
698,300,Feedfire,2019-11-12,8:00,11:00
699,300,Twinder,2020-01-07,8:00,11:00
700,300,Kanoodle,2019-12-22,8:00,11:00
701,300,Meevee,2019-08-27,8:00,11:00
702,300,Flashset,2019-12-04,8:00,11:00
703,300,Voonder,2019-08-08,8:00,11:00
704,300,Muxo,2020-03-19,8:00,11:00
705,300,Digitube,2019-10-10,8:00,11:00
706,300,Ainyx,2020-04-25,8:00,11:00
707,300,Leenti,2020-04-27,8:00,11:00
708,300,Babbleset,2019-11-12,8:00,11:00
709,300,Mydeo,2019-09-05,8:00,11:00
710,300,Vidoo,2019-09-11,8:00,11:00
711,300,Thoughtbridge,2020-02-28,8:00,11:00
712,300,Feedbug,2020-01-21,8:00,11:00
713,300,Brightdog,2020-02-02,8:00,11:00
714,300,Abatz,2019-11-03,8:00,11:00
715,300,Kwideo,2020-05-18,8:00,11:00
716,300,Jaxbean,2020-04-07,8:00,11:00
717,300,Edgepulse,2020-06-10,8:00,11:00
718,300,Digitube,2019-10-22,8:00,11:00
719,300,Meetz,2019-11-24,8:00,11:00
720,300,Chatterpoint,2019-09-30,8:00,11:00
721,300,Divanoodle,2019-08-08,8:00,11:00
722,300,Pixoboo,2019-11-28,8:00,11:00
723,300,Trupe,2019-10-16,8:00,11:00
724,300,Realcube,2020-02-21,8:00,11:00
725,300,Topiclounge,2020-07-13,8:00,11:00
726,300,Wordtune,2019-08-04,8:00,11:00
727,300,Vipe,2019-09-09,8:00,11:00
728,300,Linktype,2019-08-18,8:00,11:00
729,300,Twitterwire,2020-05-09,8:00,11:00
730,300,Livefish,2019-10-25,8:00,11:00
731,300,Innotype,2020-05-25,8:00,11:00
732,300,Jayo,2019-12-07,8:00,11:00
733,300,Livetube,2020-05-10,8:00,11:00
734,300,Avamba,2019-10-16,8:00,11:00
735,300,Thoughtblab,2020-05-31,8:00,11:00
736,300,Thoughtbridge,2020-01-21,8:00,11:00
737,300,Blogtag,2020-04-16,8:00,11:00
738,300,Photobug,2020-06-17,8:00,11:00
739,300,Yakitri,2020-04-06,8:00,11:00
740,300,Quaxo,2020-02-10,8:00,11:00
741,300,Fivebridge,2019-11-14,8:00,11:00
742,300,Meedoo,2020-05-06,8:00,11:00
743,300,Kazu,2020-02-29,8:00,11:00
744,300,Mydo,2020-03-30,8:00,11:00
745,300,Myworks,2020-07-30,8:00,11:00
746,300,Jabbertype,2019-08-27,8:00,11:00
747,300,Skynoodle,2020-04-13,8:00,11:00
748,300,Jabberbean,2019-10-29,8:00,11:00
749,300,Skyble,2020-01-30,8:00,11:00
750,300,Tavu,2020-01-09,8:00,11:00
751,300,Zoomzone,2019-08-25,8:00,11:00
752,300,Yotz,2020-03-28,8:00,11:00
753,300,InnoZ,2019-10-01,8:00,11:00
754,300,Livetube,2020-07-30,8:00,11:00
755,300,Twitterlist,2020-04-23,8:00,11:00
756,300,Zoombeat,2020-03-25,8:00,11:00
757,300,Flipbug,2020-05-27,8:00,11:00
758,300,Livefish,2020-07-12,8:00,11:00
759,300,Oyope,2019-09-11,8:00,11:00
760,300,Fatz,2019-07-31,8:00,11:00
761,300,Yodel,2020-07-18,8:00,11:00
762,300,Eimbee,2020-05-09,8:00,11:00
763,300,Twinte,2020-05-31,8:00,11:00
764,300,Fiveclub,2020-04-29,8:00,11:00
765,300,Fiveclub,2020-01-27,8:00,11:00
766,300,Babbleopia,2020-01-27,8:00,11:00
767,300,Quire,2020-02-16,8:00,11:00
768,300,Dabvine,2019-12-18,8:00,11:00
769,300,Kazu,2020-06-11,8:00,11:00
770,300,Kwideo,2020-05-07,8:00,11:00
771,300,Ntag,2020-05-28,8:00,11:00
772,300,Jayo,2019-12-10,8:00,11:00
773,300,Skidoo,2020-06-06,8:00,11:00
774,300,Meevee,2020-02-12,8:00,11:00
775,300,Shuffletag,2020-03-29,8:00,11:00
776,300,Yotz,2020-03-18,8:00,11:00
777,300,Twitterworks,2019-11-09,8:00,11:00
778,300,Bubblemix,2019-08-28,8:00,11:00
779,300,Mydeo,2019-09-21,8:00,11:00
780,300,Feedfire,2019-09-24,8:00,11:00
781,300,Voonix,2020-03-26,8:00,11:00
782,300,Tambee,2019-10-16,8:00,11:00
783,300,Trilith,2019-08-18,8:00,11:00
784,300,Browsebug,2020-07-14,8:00,11:00
785,300,Thoughtbridge,2019-09-26,8:00,11:00
786,300,Skibox,2019-11-14,8:00,11:00
787,300,Oloo,2019-10-06,8:00,11:00
788,300,Skivee,2020-02-16,8:00,11:00
789,300,Quatz,2020-06-12,8:00,11:00
790,300,Tagpad,2020-03-12,8:00,11:00
791,300,Feedspan,2020-05-11,8:00,11:00
792,300,Browsezoom,2019-11-17,8:00,11:00
793,300,Dynava,2019-10-05,8:00,11:00
794,300,Vinte,2019-12-21,8:00,11:00
795,300,Shuffletag,2020-01-06,8:00,11:00
796,300,Wikizz,2020-07-20,8:00,11:00
797,300,Yakitri,2019-09-09,8:00,11:00
798,300,Izio,2020-01-09,8:00,11:00
799,300,Photospace,2020-04-03,8:00,11:00
800,300,Quire,2019-11-05,8:00,11:00
801,300,Dynabox,2020-06-13,8:00,11:00
802,300,Browsetype,2019-11-27,8:00,11:00
803,300,Jabberbean,2019-10-15,8:00,11:00
804,300,Voonte,2020-06-25,8:00,11:00
805,300,Skyndu,2019-08-15,8:00,11:00
806,300,Livefish,2020-05-21,8:00,11:00
807,300,Chatterbridge,2020-07-23,8:00,11:00
808,300,Youfeed,2019-09-23,8:00,11:00
809,300,Zoonder,2020-02-19,8:00,11:00
810,300,Gabvine,2019-08-16,8:00,11:00
811,300,Tagfeed,2019-09-21,8:00,11:00
812,300,Feednation,2020-02-11,8:00,11:00
813,300,Devbug,2020-06-12,8:00,11:00
814,300,Twiyo,2020-01-09,8:00,11:00
815,300,Tagfeed,2020-07-30,8:00,11:00
816,300,Yombu,2020-03-25,8:00,11:00
817,300,Oloo,2019-11-30,8:00,11:00
818,300,Yambee,2019-09-11,8:00,11:00
819,300,Miboo,2019-08-25,8:00,11:00
820,300,Skinix,2020-07-17,8:00,11:00
821,300,Abata,2019-11-09,8:00,11:00
822,300,Zoomzone,2020-01-01,8:00,11:00
823,300,Latz,2019-09-24,8:00,11:00
824,300,Meembee,2020-03-18,8:00,11:00
825,300,Kwilith,2020-05-05,8:00,11:00
826,300,Flipstorm,2020-07-05,8:00,11:00
827,300,Wikido,2020-07-09,8:00,11:00
828,300,Kimia,2020-05-02,8:00,11:00
829,300,Blogtags,2020-05-07,8:00,11:00
830,300,Browseblab,2020-02-26,8:00,11:00
831,300,Mydo,2019-09-22,8:00,11:00
832,300,Yakitri,2020-07-05,8:00,11:00
833,300,Yakidoo,2019-12-15,8:00,11:00
834,300,Twinder,2020-04-22,8:00,11:00
835,300,Mynte,2019-12-31,8:00,11:00
836,300,Katz,2020-04-20,8:00,11:00
837,300,Camimbo,2020-03-01,8:00,11:00
838,300,Twinder,2019-11-25,8:00,11:00
839,300,Yamia,2020-07-15,8:00,11:00
840,300,Youspan,2020-01-15,8:00,11:00
841,300,Ntags,2019-08-03,8:00,11:00
842,300,Kare,2020-03-04,8:00,11:00
843,300,Layo,2020-07-29,8:00,11:00
844,300,Livetube,2020-04-30,8:00,11:00
845,300,Miboo,2020-05-17,8:00,11:00
846,300,Vitz,2020-07-15,8:00,11:00
847,300,Rhynyx,2020-05-09,8:00,11:00
848,300,Ailane,2019-12-30,8:00,11:00
849,300,Bubbletube,2020-03-29,8:00,11:00
850,300,Gevee,2019-10-07,8:00,11:00
851,300,Trudeo,2020-06-22,8:00,11:00
852,300,Kayveo,2019-11-23,8:00,11:00
853,300,JumpXS,2020-06-19,8:00,11:00
854,300,Jabbertype,2019-08-18,8:00,11:00
855,300,Devify,2020-03-03,8:00,11:00
856,300,Realblab,2020-01-24,8:00,11:00
857,300,Oyoloo,2019-07-29,8:00,11:00
858,300,Jayo,2020-07-18,8:00,11:00
859,300,Camimbo,2020-02-19,8:00,11:00
860,300,Tagtune,2019-11-27,8:00,11:00
861,300,Jaxspan,2019-12-05,8:00,11:00
862,300,Roodel,2019-11-12,8:00,11:00
863,300,Realpoint,2020-07-06,8:00,11:00
864,300,Kwinu,2019-12-16,8:00,11:00
865,300,Fivechat,2019-11-06,8:00,11:00
866,300,Fliptune,2019-11-25,8:00,11:00
867,300,Divanoodle,2019-11-01,8:00,11:00
868,300,Realpoint,2020-01-06,8:00,11:00
869,300,Zoomzone,2020-03-21,8:00,11:00
870,300,Skiptube,2020-01-18,8:00,11:00
871,300,Yozio,2020-01-03,8:00,11:00
872,300,Blognation,2019-10-11,8:00,11:00
873,300,Camimbo,2020-05-22,8:00,11:00
874,300,Thoughtstorm,2019-12-02,8:00,11:00
875,300,Jabberstorm,2019-10-04,8:00,11:00
876,300,Demimbu,2020-07-08,8:00,11:00
877,300,Oodoo,2019-08-16,8:00,11:00
878,300,Avavee,2019-08-28,8:00,11:00
879,300,Mynte,2020-03-15,8:00,11:00
880,300,Eimbee,2020-02-26,8:00,11:00
881,300,Wordware,2020-04-23,8:00,11:00
882,300,Quatz,2020-05-22,8:00,11:00
883,300,Devbug,2020-01-11,8:00,11:00
884,300,Tekfly,2020-01-28,8:00,11:00
885,300,Trudoo,2020-04-29,8:00,11:00
886,300,Feedfish,2020-02-03,8:00,11:00
887,300,Dablist,2020-01-11,8:00,11:00
888,300,Twinte,2020-07-19,8:00,11:00
889,300,Pixonyx,2020-06-26,8:00,11:00
890,300,Tagtune,2020-01-12,8:00,11:00
891,300,Quinu,2019-07-22,8:00,11:00
892,300,Zoomdog,2019-07-30,8:00,11:00
893,300,Jaxbean,2019-09-09,8:00,11:00
894,300,Meejo,2019-11-01,8:00,11:00
895,300,Jabbertype,2020-06-07,8:00,11:00
896,300,Yodel,2020-01-08,8:00,11:00
897,300,Photobug,2019-08-12,8:00,11:00
898,300,Rhyzio,2020-01-19,8:00,11:00
899,300,Flipopia,2020-04-12,8:00,11:00
900,300,Tazz,2019-09-13,8:00,11:00
901,300,Skimia,2019-07-28,8:00,11:00
902,300,Skyble,2019-12-31,8:00,11:00
903,300,Eimbee,2020-01-19,8:00,11:00
904,300,Yadel,2020-04-28,8:00,11:00
905,300,Bubblebox,2020-05-05,8:00,11:00
906,300,Eare,2019-12-05,8:00,11:00
907,300,Yakijo,2020-01-23,8:00,11:00
908,300,Flipstorm,2019-10-14,8:00,11:00
909,300,Kare,2020-01-25,8:00,11:00
910,300,Babblestorm,2020-03-03,8:00,11:00
911,300,Buzzster,2020-02-21,8:00,11:00
912,300,Livetube,2019-09-11,8:00,11:00
913,300,Jetwire,2020-07-12,8:00,11:00
914,300,Wordware,2020-03-27,8:00,11:00
915,300,Rooxo,2020-03-15,8:00,11:00
916,300,Yata,2020-05-09,8:00,11:00
917,300,Riffpedia,2019-09-12,8:00,11:00
918,300,Edgepulse,2020-03-22,8:00,11:00
919,300,Lajo,2019-12-16,8:00,11:00
920,300,Twinte,2019-11-04,8:00,11:00
921,300,Shuffletag,2020-02-22,8:00,11:00
922,300,Kazio,2019-10-21,8:00,11:00
923,300,Linktype,2019-10-19,8:00,11:00
924,300,Jabbertype,2020-06-24,8:00,11:00
925,300,Camimbo,2020-04-27,8:00,11:00
926,300,Buzzdog,2019-10-06,8:00,11:00
927,300,Mita,2019-10-05,8:00,11:00
928,300,Gabtune,2020-06-05,8:00,11:00
929,300,Mita,2019-11-30,8:00,11:00
930,300,Trilia,2019-11-21,8:00,11:00
931,300,Voonyx,2020-02-06,8:00,11:00
932,300,Fliptune,2019-08-12,8:00,11:00
933,300,Skilith,2019-11-07,8:00,11:00
934,300,Yacero,2020-07-15,8:00,11:00
935,300,Pixope,2019-10-25,8:00,11:00
936,300,Skiba,2020-03-01,8:00,11:00
937,300,Browsebug,2019-09-11,8:00,11:00
938,300,Dabjam,2019-08-24,8:00,11:00
939,300,Photobug,2019-12-30,8:00,11:00
940,300,Rhynyx,2019-08-30,8:00,11:00
941,300,Vinte,2020-05-15,8:00,11:00
942,300,Oyoloo,2019-10-01,8:00,11:00
943,300,Browsezoom,2020-03-27,8:00,11:00
944,300,Cogibox,2020-06-26,8:00,11:00
945,300,Yodo,2020-06-12,8:00,11:00
946,300,Nlounge,2019-10-02,8:00,11:00
947,300,Skyndu,2020-04-07,8:00,11:00
948,300,Mydo,2020-04-03,8:00,11:00
949,300,Yakidoo,2020-02-24,8:00,11:00
950,300,Browsetype,2019-07-20,8:00,11:00
951,300,Nlounge,2020-04-11,8:00,11:00
952,300,Skidoo,2019-12-09,8:00,11:00
953,300,Zoomlounge,2020-04-29,8:00,11:00
954,300,Gevee,2020-01-07,8:00,11:00
955,300,Pixonyx,2020-07-30,8:00,11:00
956,300,Npath,2019-12-09,8:00,11:00
957,300,Dazzlesphere,2020-06-08,8:00,11:00
958,300,Pixonyx,2020-04-09,8:00,11:00
959,300,Quire,2020-04-25,8:00,11:00
960,300,Yodel,2020-02-20,8:00,11:00
961,300,Pixope,2020-05-31,8:00,11:00
962,300,Tagtune,2020-02-28,8:00,11:00
963,300,Trilia,2020-06-14,8:00,11:00
964,300,Dabvine,2020-07-27,8:00,11:00
965,300,Oodoo,2020-03-13,8:00,11:00
966,300,Realcube,2020-03-05,8:00,11:00
967,300,Kaymbo,2020-05-15,8:00,11:00
968,300,Vinte,2019-10-01,8:00,11:00
969,300,Yodoo,2020-01-02,8:00,11:00
970,300,Youfeed,2020-01-24,8:00,11:00
971,300,Aimbo,2019-12-19,8:00,11:00
972,300,Devpulse,2020-05-21,8:00,11:00
973,300,Tagchat,2020-04-02,8:00,11:00
974,300,Plajo,2020-06-01,8:00,11:00
975,300,Pixoboo,2019-08-01,8:00,11:00
976,300,Kwimbee,2019-10-12,8:00,11:00
977,300,Browsezoom,2019-08-24,8:00,11:00
978,300,Kazio,2019-08-12,8:00,11:00
979,300,Vipe,2019-12-15,8:00,11:00
980,300,Dablist,2019-08-12,8:00,11:00
981,300,Yakidoo,2020-03-05,8:00,11:00
982,300,Blogtag,2019-10-12,8:00,11:00
983,300,Fatz,2020-06-13,8:00,11:00
984,300,Skimia,2019-08-12,8:00,11:00
985,300,Mymm,2019-08-30,8:00,11:00
986,300,Snaptags,2020-07-30,8:00,11:00
987,300,Bluejam,2019-07-29,8:00,11:00
988,300,Zoomcast,2020-07-16,8:00,11:00
989,300,Quimba,2019-08-13,8:00,11:00
990,300,Meezzy,2019-09-11,8:00,11:00
991,300,Skippad,2020-06-17,8:00,11:00
992,300,Eare,2020-01-13,8:00,11:00
993,300,Tagfeed,2019-11-07,8:00,11:00
994,300,Gabtune,2019-10-11,8:00,11:00
995,300,Divape,2019-07-22,8:00,11:00
996,300,Wordware,2020-01-14,8:00,11:00
997,300,Innotype,2019-09-03,8:00,11:00
998,300,Yabox,2019-11-11,8:00,11:00
999,300,Rhynoodle,2020-01-29,8:00,11:00
1000,300,Topicstorm,2020-06-23,8:00,11:00
